No,R,dR,VE,PE,DE,Xp,dXp,Fw,Ec,I1,Tm,Ss,Cp,Hmix,absHmix,Sc,B,G,v,c11,c12,c44,dB,dG,2G/1-v,H-TS,Fw6,B/G,R dR,R VE,R DE,R v,R dG,dR Ec,dR Tm,VE^2,VE DE,VE Xp,VE Fw,VE I1,VE Ss,VE Cp,VE B,VE G,VE v,VE c11,VE c12,VE c44,DE^2,DE Xp,DE Fw,DE Ec,DE I1,DE Tm,DE Ss,DE Cp,DE Sc,DE B,DE G,DE v,DE c11,DE c12,DE c44,Xp G,dXp dG,Fw I1,Fw Cp,Fw G,Fw c44,I1^2,I1 Cp,I1 G,I1 c44,Ss G,Ss c44,Cp G,Cp c44,G^2,G c12,G c44,c12 c44,c44^2,HV
M-086,126.21,0.012330604,9.15,0,7.475,1.858,0.038852129,4.7925,4.145,7.6853325,1712.57325,29.47,24.93,4.05,7.425,-1.572747898,168.55,109.2,0.318,288.625,149.125,100.65,0.30400532,0.489589422,320.2346041,26.44465659,12.11637564,1.543498168,0.094708319,0.93238475,0.953431055,0.284555064,0.415595312,0.072774563,0.081723688,0.912555678,0.920920296,0.927594299,0.931709737,0.923894447,0.894403027,0.92629328,0.829696613,0.763103677,0.976109026,0.863354332,0.89513999,0.854710169,0.925833665,0.941695115,0.946486523,0.946285502,0.939356628,0.930012834,0.923596791,0.944516666,0.028421376,0.884432416,0.810485455,0.955855303,0.858008678,0.929395544,0.899642936,0.695661921,0.082089953,0.851537886,0.783324951,0.668395063,0.773184092,0.843904126,0.830656556,0.690985441,0.76490723,0.672383103,0.74290319,0.647579698,0.732854738,0.522626554,0.618033685,0.581953055,0.645190609,0.619171064,158
M-087,126.365,0.012993167,8.975,0,7.3375,1.847,0.045228704,4.77625,4.1425,7.63428625,1735.763625,29.155,24.845,3.6125,7.75625,-1.601059295,173.575,110.3,0.322,300.3125,148.5625,100.725,0.310728104,0.472841651,325.3687316,26.71899841,11.87195671,1.573662738,0.103092438,0.898443669,0.930054414,0.312581349,0.390664387,0.079238116,0.090894642,0.870064302,0.88247221,0.891878057,0.89785794,0.88639897,0.842675929,0.889758006,0.841507667,0.754866187,0.963626309,0.887072371,0.867627557,0.836738332,0.889755215,0.912930902,0.919958288,0.919475251,0.909474557,0.923407753,0.886159631,0.917013017,0.029326688,0.896020004,0.802945014,0.94784293,0.879498916,0.905190727,0.882341046,0.699521422,0.098771742,0.81689689,0.741574091,0.674545295,0.770530392,0.802900117,0.777848956,0.694146678,0.759062413,0.6716617,0.732479739,0.653767553,0.730208061,0.534326269,0.622877757,0.588840091,0.642829529,0.620161262,161
M-088,126.929546,0.014287524,8.33306,0,6.83311,1.806611,0.059070616,4.716523,4.133209,7.446886447,1820.743468,27.999118,24.532586,2.222044448,8.221724451,-1.560688966,191.99491,114.33005,0.3366571,343.15793,146.49553,100.99698,0.308836631,0.409549536,344.7087472,25.84864605,11.00859107,1.679303998,0.119895466,0.773123186,0.843736197,0.415754596,0.295767977,0.091692329,0.112997151,0.721221594,0.7476666,0.76361328,0.775322296,0.752012002,0.659023588,0.757517409,0.873352884,0.721672484,0.910177405,0.958703204,0.768168263,0.77054736,0.763144099,0.809609392,0.823922034,0.821358272,0.80234683,0.893595126,0.753177958,0.817452031,0.144474717,0.928438939,0.772434184,0.913140291,0.945406149,0.817678053,0.818614806,0.712653605,0.118571314,0.691010934,0.589341329,0.696499088,0.760697098,0.654710163,0.585953332,0.704605289,0.737488983,0.667119123,0.694056353,0.675850898,0.720401279,0.578192099,0.640089398,0.614135087,0.634088344,0.623758306,172
M-089,127.526918,0.037189886,7.84077,0.06818,6.02262,1.8133706,0.065458006,4.7485429,4.2973973,7.430487018,1819.625579,27.808528,24.788146,-7.262066945,7.262066945,-1.615996507,181.60954,119.45222,0.3252209,331.44716,147.88341,101.4071,0.351962064,0.423700545,354.0483693,17.18679164,11.46468682,1.520352991,0.406676465,0.678326716,0.700624999,0.352234389,0.32080694,0.331687599,0.379041911,0.614557409,0.600680251,0.693139178,0.704119343,0.673101852,0.560044068,0.685714857,0.740167175,0.707295972,0.748754352,0.844986502,0.714074798,0.721212409,0.578574052,0.687812148,0.700183721,0.713754691,0.674274222,0.743692593,0.612918238,0.692923657,0.24351171,0.743856474,0.705307855,0.722664231,0.782772905,0.709217887,0.715255678,0.759410113,0.143563053,0.706097833,0.692242913,0.745963753,0.771461499,0.641917248,0.627084088,0.745119422,0.739269991,0.704514281,0.691286413,0.729402047,0.734630363,0.636216896,0.683601348,0.646913499,0.644515439,0.629200646,162
M-090,126.055,0.011496006,9.325,0,7.6125,1.869,0.030273836,4.80875,4.1475,7.73637875,1689.382875,29.785,25.015,4.5125,7.00625,-1.515494886,163.525,108.1,0.314,276.9375,149.6875,100.575,0.292745298,0.506184153,315.1603499,25.79970783,12.36497367,1.512719704,0.084221173,0.96623686,0.97674625,0.256591425,0.44022709,0.064603741,0.070892879,0.955867578,0.960096227,0.963634947,0.96575709,0.961761457,0.946844384,0.963040612,0.816554243,0.770997845,0.987706893,0.837852346,0.922826334,0.872654157,0.962581927,0.970718148,0.973167094,0.973127085,0.969531776,0.935973039,0.961543581,0.972178993,0.051759529,0.871675625,0.817697402,0.963254557,0.835019215,0.953752365,0.916917973,0.691689958,0.056003185,0.886334755,0.82521801,0.662181639,0.775832727,0.885181393,0.883702645,0.687698468,0.770742244,0.672889713,0.753309956,0.641327727,0.735496372,0.511044103,0.613130839,0.575075569,0.647547307,0.618181603,153
M-091,128.78,0.031524722,8.2,0,6.8,1.892,0.085185368,4.68,4.626,7.42552,1984.354,28.58,24.62,4.64,10.72,-1.609437912,188.6,115.2,0.328,334.8,146.6,103,0.344025874,0.441648377,342.8571429,31.19397341,10.50691257,1.637152778,0.339812079,0.770309708,0.855816857,0.39090389,0.355534647,0.298376312,0.346372332,0.691751231,0.729809437,0.802356787,0.743446258,0.727762843,0.665746174,0.73935884,0.83294211,0.714467931,0.836997827,0.908901798,0.751705983,0.773715236,0.755148133,0.854171479,0.8101323,0.967838523,0.794165695,1,0.770962457,0.815973118,0.114734873,0.903527809,0.774747428,0.874115155,0.913595623,0.813609787,0.83199448,0.765671084,0.213321829,0.656061642,0.564277951,0.696314706,0.77250864,0.638048127,0.589386455,0.709102849,0.753768518,0.695409748,0.73498782,0.686621046,0.74339715,0.587867788,0.646713775,0.632576354,0.64988275,0.650547799,263
M-092,126.9,0.013488765,8.75,0,7.25,1.825,0.054862971,4.7,4.0775,7.5088,1756.6925,28.55,24.75,4.75,9.75,-1.386294361,170.25,113,0.335,300.5,143.75,102.25,0.351378163,0.501505291,339.8496241,24.99824287,10.77921533,1.506637168,0.109930329,0.859491941,0.919706851,0.404628307,0.438198572,0.082039579,0.098191442,0.8166382,0.845924077,0.840640891,0.837966962,0.827845204,0.765881737,0.843986671,0.789921772,0.753802782,0.989729409,0.858320032,0.800902349,0.826851668,0.867144945,0.885456506,0.886866838,0.881479464,0.876534093,0.923393094,0.845346268,0.897579933,0.209703067,0.862773343,0.813721533,0.98467198,0.867875726,0.858131479,0.885261109,0.711143608,0.142007193,0.706790625,0.621075206,0.682110069,0.769465082,0.703262104,0.672562251,0.701348844,0.757540556,0.674870744,0.726335488,0.673086794,0.741351395,0.56354091,0.616100686,0.614555311,0.62904314,0.640455273,143
M-093,129.15,0.03718826,7.75,0,6,1.7375,0.081126074,4.5625,3.935,7.4357,1797,28.25,25.225,-4,5,-1.386294361,204,133,0.325,353.75,167.75,126.25,0.356581849,0.33044236,394.0740741,16.712841,9.0202228,1.533834586,0.412565616,0.679972087,0.710504996,0.377460872,0.182047855,0.299572971,0.373649427,0.595599317,0.589761041,0.629724424,0.639723624,0.659916277,0.565856795,0.693809363,0.85904234,0.791256051,0.729014418,0.907245685,0.838224187,0.915699706,0.573756698,0.645353662,0.658469945,0.61022951,0.671418146,0.725803168,0.624801075,0.706910597,0.39387687,0.854047948,0.790645475,0.717825093,0.841695762,0.823062939,0.906336662,0.826684659,0.137022046,0.578449591,0.557455614,0.815941406,0.967744321,0.645980749,0.719907291,0.858605095,0.976447304,0.839484043,0.954919129,0.864465449,1,0.801944708,0.90424566,0.917674627,0.965498774,1,145
M-094,136.586065,0.038220145,5.50011,0,4.00008,1.8183697,0.176738613,4.416755,6.800136,7.130075932,2821.22309,31.983973,24.450489,-4.889084446,5.111315558,-1.791775304,228.67124,85.33504,0.366674,375.84085,155.33644,74.50149,0.213966012,0.587479061,269.482194,37.14069526,7.423690477,2.6796875,0.45343818,0.270503446,0.381051086,0.787122494,0.641028818,0.570053966,0.635495105,0.196238454,0.219235935,0.337810418,0.25920862,0.277064689,0.287136176,0.258908203,0.614327691,0.290632562,0.41173049,0.613137268,0.444516346,0.312412394,0.219487888,0.37572185,0.327545802,0.773889274,0.335425049,0.776678301,0.380287573,0.343418044,0.51615736,0.592352327,0.29475129,0.448456237,0.552908468,0.44460098,0.308099418,0.473883754,0.680442915,0.349801435,0.192126704,0.409549241,0.454679797,0.412562021,0.356267054,0.432582557,0.45465814,0.520889777,0.536927425,0.429561277,0.460902144,0.297665873,0.474184007,0.313770751,0.466753075,0.318898079,705
M-095,138.825,0.049273969,5.25,0,3.75,1.715,0.153691608,4.42,5.9675,7.05915,2562,31.175,24.5,-5.5,6,-1.386294361,207,94,0.3275,358,134.5,82.25,0.293197317,0.346276187,279.5539033,24.03049452,7.456475858,2.20212766,0.612054555,0.233755473,0.343915235,0.553850276,0.247967936,0.651365726,0.753084504,0.160219699,0.184248336,0.253761212,0.221811624,0.232236968,0.207795952,0.217171267,0.484911299,0.312166313,0.223780367,0.531294973,0.313565273,0.335800496,0.185155662,0.30364828,0.29030779,0.554088204,0.292645168,0.607038112,0.315383303,0.303170185,0.725389717,0.475207188,0.306862705,0.315464578,0.477858397,0.329646735,0.321673155,0.501949826,0.323369204,0.322520976,0.207475473,0.47773722,0.526333613,0.359793092,0.318212877,0.494290754,0.517922081,0.583219168,0.600944653,0.503797215,0.5374433,0.372963239,0.445087334,0.39329326,0.44026388,0.398529663,630
M-096,140.475,0.048609272,5,0,3.5,1.575,0.038490018,4.345,6.155,6.975775,2524.5,33.1,24.625,-4.5,6,-1.386294361,185,68,0.365,298.25,131.25,58.5,0.28167816,0.574753595,214.1732283,24.5982566,6.728816497,2.720588235,0.610872729,0.190366895,0.302210008,0.847283204,0.647102058,0.663625903,0.730567183,0.125891691,0.151164549,0.158651314,0.170923795,0.186868609,0.219659779,0.177967461,0.362471853,0.17528353,0.290539206,0.361976782,0.269507838,0.188007753,0.153049024,0.225039999,0.243690962,0.516005542,0.249707903,0.528999005,0.309169209,0.26456113,0.762224478,0.366271962,0.182523475,0.342985341,0.338562329,0.28542721,0.186675694,0.250489745,0.103966307,0.238740917,0.140847824,0.26558682,0.299131483,0.298436608,0.286038655,0.28244837,0.297030982,0.372563117,0.379257894,0.288306582,0.310200349,0.168866329,0.268505331,0.176039422,0.26453331,0.179366532,495
M-097,126.585,0.014238937,8.9,0,7.35,1.83675,0.053238143,4.7925,4.1225,7.543345,1752.44825,29.0325,24.7175,3.0375,8.2125,-1.572747898,178.175,116.075,0.32675,320.125,147.75,101.275,0.333596613,0.448083074,344.8199035,25.95358651,12.11637564,1.534998923,0.118811364,0.886111801,0.934662351,0.346537169,0.353642241,0.090850863,0.106221676,0.852104893,0.875831821,0.872519033,0.890513804,0.857660914,0.821446561,0.868387476,0.862643611,0.793322669,0.975081967,0.954148895,0.85139725,0.833917076,0.893007396,0.90846039,0.926065028,0.915135765,0.8975118,0.938002258,0.883006622,0.912759657,0.049315854,0.926462376,0.85053599,0.969546012,0.949176468,0.901147251,0.889243493,0.743561354,0.116192027,0.7876036,0.730902729,0.726635558,0.779406895,0.73052664,0.689321921,0.731690127,0.752646607,0.71944045,0.733761234,0.697887525,0.730505556,0.597673629,0.659145815,0.626203476,0.642799593,0.627445256,172
M-098,126.5525,0.013881755,8.85,0,7.275,1.836375,0.05175559,4.77625,4.13125,7.5632925,1755.701125,28.93625,24.73875,3.134375,8.128125,-1.601059295,178.3875,113.7375,0.326375,316.0625,147.875,101.0375,0.323848688,0.452414312,337.6878827,26.50628156,11.87195671,1.568414111,0.114340569,0.875260044,0.920635826,0.343603108,0.360161552,0.087633145,0.102512512,0.84021568,0.860235178,0.864501047,0.877329816,0.853488711,0.806523647,0.860918706,0.857323551,0.7696998,0.962658503,0.931489095,0.845848663,0.826315264,0.873577344,0.896440542,0.909782162,0.903945956,0.888729916,0.927104697,0.866076892,0.901224671,0.03996199,0.916463867,0.822615657,0.954366047,0.924191074,0.891151796,0.877104707,0.723410834,0.113086686,0.785038138,0.715451854,0.703566804,0.773631244,0.746327139,0.707289234,0.714488358,0.752933265,0.695013243,0.727892346,0.67890644,0.729032944,0.571643679,0.643418312,0.610937944,0.641633372,0.624295029,171
M-099,127.32041,0.036150723,7.88343,0.06976,6.0463,1.8052776,0.059555156,4.7519053,4.2386719,7.438207398,1794.593426,27.787258,24.803662,-7.267996774,7.267996774,-1.54258582,179.73748,119.34454,0.3258007,328.17404,147.64563,101.29862,0.353057987,0.428937576,354.0334142,15.74915307,11.51348137,1.506038567,0.392971193,0.684578947,0.703178275,0.352570838,0.327884839,0.315995386,0.361186585,0.623543569,0.607389335,0.694281575,0.711995956,0.680959313,0.566643312,0.694124298,0.734860236,0.711083161,0.760412096,0.839899814,0.717991766,0.724894518,0.583636574,0.687299465,0.704709919,0.70221042,0.678922321,0.732745057,0.616035735,0.697545187,0.286619554,0.737918111,0.707672541,0.728910748,0.77720265,0.711246276,0.71752815,0.754014159,0.128117887,0.711892134,0.700328477,0.745769245,0.771098941,0.647936271,0.635515318,0.7452552,0.73923927,0.702799377,0.689460325,0.729121776,0.734188476,0.634970914,0.681497285,0.645532126,0.642431845,0.627758958,124
M-100,126.429536,0.012436207,8.6664,0,6.99978,1.8349449,0.045892587,4.716523,4.1632096,7.6362069,1767.575738,28.582463,24.815925,3.222024447,7.44396223,-1.560688966,179.16132,105.1632,0.3249902,301.15709,148.3289,100.16363,0.285681159,0.460351128,311.5901428,26.15870306,11.00859107,1.703650326,0.096280498,0.835406605,0.869186945,0.332730476,0.371742336,0.074356447,0.087247162,0.797133045,0.80396088,0.835047332,0.829380498,0.837752581,0.752241542,0.833310636,0.837607802,0.684814177,0.917200123,0.849847714,0.825340493,0.798601262,0.803984235,0.852341403,0.850719565,0.862323688,0.855927052,0.886648295,0.804655072,0.858672293,0.11682847,0.879506914,0.723447195,0.898896328,0.834947687,0.854281597,0.832936287,0.649538805,0.096942218,0.7749069,0.658130912,0.620074639,0.752531399,0.804437974,0.773058638,0.650465614,0.753821833,0.606580951,0.706449779,0.608961474,0.723540028,0.480695524,0.585466786,0.555475571,0.63728441,0.612767593,157
M-101,126.6175,0.014582504,8.95,0,7.425,1.837125,0.054678589,4.80875,4.11375,7.5233975,1749.195375,29.12875,24.69625,2.909375,8.253125,-1.515494886,177.9625,118.4125,0.327125,324.1875,147.625,101.5125,0.343107717,0.44299461,351.9598737,24.95025516,12.36497367,1.502902987,0.123115656,0.896968888,0.948695903,0.349472462,0.345948016,0.093920297,0.109763904,0.864061087,0.891541894,0.880540178,0.903753665,0.861791635,0.83643183,0.8758411,0.867947586,0.817153984,0.987529133,0.976985864,0.856934795,0.841544083,0.91263673,0.920485051,0.942430987,0.926265757,0.906231215,0.94885048,0.90002129,0.924273004,0.081960307,0.936433915,0.878837079,0.98475733,0.97444611,0.911124281,0.901428662,0.763720022,0.118782811,0.790108151,0.746318053,0.749838597,0.785198583,0.714767869,0.671377906,0.748787485,0.752347819,0.744007124,0.739646267,0.716834549,0.731974175,0.624233097,0.674845563,0.641533272,0.643962731,0.630602879,182
M-102,149.3875,0.057218472,4.5,0,2.875,1.55,0.167089301,4.2325,6.325,6.7949125,2378.125,35.5625,25,-0.5,2.5,-1.559581156,141.5,51.25,0.3375,225.25,102.25,42,0.386211161,0.619089543,154.7169811,30.33747392,5.748860902,2.76097561,0.779202902,0.140951273,0.212585212,0.804083382,0.790615726,0.812998395,0.815880907,0.062259285,0.082161222,0.08281618,0.078818543,0.097411973,0.18423026,0.102232835,0.144276057,0.077748975,0.096978076,0.153681608,0.096259424,0.078207491,0.082469775,0.134667214,0.140092092,0.362962803,0.147827642,0.326897119,0.229112186,0.167402077,0.801361411,0.162626545,0.084076939,0.171764394,0.153713707,0.122889746,0.077310662,0.12193653,0.677712535,0.093084242,0.079946744,0.126749789,0.140373054,0.167843976,0.233666667,0.141247918,0.139944017,0.239836671,0.22292268,0.153474932,0.155730512,0.072078384,0.093505466,0.07037887,0.088848172,0.070647523,400
M-103,147.931854,0.061161468,4.66662,0,3.11108,1.6177616,0.191893663,4.2732906,6.3799362,6.827898387,2435.5312,34.799652,24.899751,-1.580215309,3.160430618,-1.581087939,154.88734,59.33274,0.33333,252.66414,108.44336,49.11062,0.412836422,0.634561133,177.99733,30.43716988,6.089400871,2.610486891,0.828155438,0.170632214,0.256896032,0.748098694,0.807569521,0.88039913,0.898189258,0.082720014,0.106068181,0.131222474,0.109611641,0.124156846,0.199555261,0.128589739,0.209413356,0.118999605,0.120220862,0.225840825,0.136839925,0.12083397,0.1075031,0.184012745,0.178480203,0.438803044,0.183461118,0.401728006,0.264542459,0.20535006,0.755118335,0.226129991,0.124522645,0.208943925,0.21830165,0.165544115,0.119021792,0.198841808,0.807001606,0.132369502,0.110387473,0.191498641,0.207059075,0.191405828,0.23751854,0.204930996,0.203876514,0.314900019,0.29898745,0.220717765,0.224090654,0.115388967,0.150209717,0.114447085,0.142391381,0.113122383,470
M-104,150.7375,0.047088827,4.25,0,2.375,1.46,0.076501054,4.1925,6.145,6.8607125,2326,36.45,25.225,1,1,-1.494175138,125.375,48.625,0.32125,194.75,94.5,42.5,0.279217699,0.320244932,143.2780847,29.89664042,5.430482615,2.57840617,0.637274001,0.089111507,0.109533929,0.703352475,0.250425402,0.640215637,0.646358798,0.032954888,0.039152299,0.017935009,0.0365911,0.067901796,0.15106823,0.064499171,0.065622433,0.056374973,0,0.07259313,0.044583033,0.069322687,0.035970506,0.050069731,0.064712595,0.199352623,0.080158937,0.194141209,0.136902748,0.086174564,0.900749495,0.070362109,0.049479819,0.05619461,0.067389793,0.054564438,0.051515487,0.082690912,0.120735406,0.09346664,0.077028768,0.103672887,0.141237819,0.214958195,0.321299104,0.124859751,0.14787407,0.224278258,0.242520861,0.134725576,0.164456365,0.059374569,0.062860082,0.065404779,0.074400829,0.073417539,301
M-105,150.83,0.048784721,4.3,0,2.5,1.4595,0.08125721,4.1815,6.3075,6.83741,2366.65,36.93,25.195,1.26,1.26,-1.544479521,127.8,45.4,0.333,195.5,96.95,39,0.279427095,0.367874382,136.131934,31.65151342,5.345552592,2.814977974,0.662743504,0.10212439,0.137028836,0.794388927,0.338563513,0.683916932,0.684216011,0.038681804,0.049077435,0.02390492,0.042172429,0.072951624,0.176247079,0.07256981,0.078260947,0.04617676,0.04208572,0.078246156,0.058063063,0.055610915,0.046764979,0.065577487,0.081639958,0.252873432,0.09684724,0.233818041,0.170767724,0.107070124,0.867532675,0.088751539,0.047324923,0.094950114,0.079619743,0.072190832,0.047039983,0.060704071,0.158787419,0.077221077,0.056288556,0.078890403,0.109861644,0.198221177,0.299507444,0.098902537,0.115967621,0.194597885,0.204081943,0.106366314,0.129075381,0.044681209,0.053668485,0.04827437,0.062188736,0.054715837,356
M-106,149.939502,0.061558427,4.54527,0,2.90897,1.5599363,0.196405603,4.2052848,6.3906537,6.827172345,2447.1751,36.39858,25.044456,-1.057756035,3.173297195,-1.594141457,146.35759,58.72491,0.3236232,240.17193,101.45033,49.63439,0.414048473,0.580326063,173.6455479,31.37829976,5.530602945,2.492257374,0.84600439,0.156157091,0.222215274,0.70837824,0.723775879,0.88800229,0.908941381,0.067744792,0.086464823,0.092534171,0.08115336,0.106857941,0.219279967,0.111740218,0.165838088,0.110115351,0.066769787,0.187707158,0.097137606,0.117037217,0.08595025,0.141645311,0.142294582,0.381458723,0.154605953,0.355377432,0.250528027,0.174045015,0.785045552,0.178649405,0.109580328,0.155654746,0.177530682,0.124017065,0.108082533,0.178491202,0.752047854,0.088455712,0.054547558,0.1798481,0.204696515,0.190885987,0.264172404,0.200236566,0.208409007,0.33744706,0.333448054,0.218442161,0.232089403,0.111911809,0.127575106,0.114499608,0.127318615,0.116513253,423
M-107,149.711155,0.053427231,4.47622,0,2.71429,1.4876272,0.127399761,4.1867044,6.650541,6.927439052,2536.92655,37.786183,25.185977,0.762080003,2.140530429,-1.724236132,142.57166,50.28548,0.3361942,217.14248,107.14342,45.04746,0.330078071,0.461331715,151.5066003,37.13186828,5.385596265,2.835245085,0.72544649,0.137501205,0.179243271,0.799725515,0.504489133,0.797310509,0.812485123,0.059399786,0.070247417,0.056185124,0.068309517,0.106387958,0.243236926,0.103929105,0.145360122,0.072812162,0.088211228,0.135518884,0.113460613,0.091619398,0.066558083,0.098869036,0.11266716,0.356907035,0.132538942,0.331836309,0.230997571,0.143554718,0.780500139,0.145846992,0.072289825,0.139556633,0.126563002,0.11979395,0.079292083,0.100413238,0.36255314,0.115978572,0.061093634,0.115463174,0.162883747,0.263199523,0.36012773,0.141371449,0.174098547,0.263863278,0.29656472,0.148413883,0.189176202,0.067332937,0.10050823,0.076903902,0.116472785,0.088039526,395
M-108,127.77078,0.042346039,7.796,0.0681,5.9552,1.799343,0.063017216,4.742554,4.252787,7.42477239,1798.105711,27.85442,24.81141,-8.91982512,8.91982512,-1.615863698,178.2378,118.0329,0.324543,325.2056,146.1903,100.1894,0.356344424,0.434994579,349.4904931,15.23790261,11.37820378,1.510068803,0.472064167,0.672081169,0.690324386,0.351865245,0.339701088,0.379962191,0.433141365,0.605179222,0.588653043,0.67708372,0.695204286,0.665257565,0.554296217,0.67909726,0.714114828,0.692659863,0.73621156,0.817294597,0.696566461,0.706324994,0.5642692,0.670204354,0.688054419,0.688443249,0.663104704,0.718328314,0.603496024,0.682519237,0.255175316,0.716507597,0.687383673,0.708192672,0.755011225,0.689512578,0.696912931,0.739754907,0.141288094,0.699370405,0.690280543,0.732800973,0.75820213,0.63746599,0.627938103,0.732556325,0.726952782,0.693959803,0.680952504,0.718280743,0.723614048,0.61988394,0.664141395,0.63026377,0.626357774,0.613106098,199
M-109,151.4,0.057316389,4.375,0,2.625,1.5125,0.178841142,4.1825,6.18375,6.8031875,2347.5,36.4625,25.1375,-0.625,2.125,-1.559581156,133.25,55.75,0.31625,219.125,92.875,47.125,0.405995256,0.528216098,163.071298,29.81535533,5.353227469,2.390134529,0.791928167,0.124766401,0.166363946,0.675860603,0.637735527,0.795191345,0.806157835,0.04739777,0.060184135,0.052666448,0.053106006,0.080502035,0.180940376,0.084245861,0.103565414,0.089592456,0.011554414,0.129716215,0.048737572,0.096424654,0.058113015,0.093090386,0.099547382,0.274001192,0.112815456,0.25864924,0.190706142,0.127424734,0.842800517,0.11437247,0.082991007,0.093643749,0.119946509,0.073588046,0.081155526,0.144635205,0.614380585,0.06441513,0.045206103,0.155489168,0.180542437,0.173744095,0.26506032,0.1759995,0.185027959,0.304989645,0.302258343,0.194675516,0.208967482,0.095409975,0.090535618,0.09785575,0.093117959,0.100594217,387
M-110,149.100128,0.055659927,4.54544,0,2.81816,1.5181754,0.152925995,4.2054506,6.6581802,6.934871152,2553.1784,37.372814,25.136374,0.066255208,2.578425784,-1.76775517,147.99886,53.63566,0.3345458,228.72484,109.45406,47.8176,0.353220636,0.510412396,161.2001547,37.59287225,5.53191139,2.759336978,0.754842179,0.149941715,0.199177488,0.776930616,0.590458204,0.833688191,0.854436135,0.067765495,0.08022954,0.076561904,0.081203854,0.117062183,0.24800912,0.114748685,0.17150412,0.089495635,0.098183914,0.165033465,0.129289792,0.10828537,0.076737537,0.119455597,0.129292504,0.38937022,0.147998903,0.363113723,0.247234585,0.160364699,0.748430409,0.171317644,0.088214472,0.156431409,0.152309409,0.137128732,0.095548124,0.131188363,0.498592413,0.131116518,0.074659211,0.14203355,0.188840531,0.268601612,0.355818313,0.167802336,0.199122253,0.296227782,0.326547007,0.176431802,0.215832039,0.084203133,0.123442159,0.094238796,0.137620244,0.104905427,480
